Name,Move,Move_points
Vileplume,return,
Vileplume,frustration,
Vileplume,safeguard,
Vileplume,sweet-scent,
Vileplume,synthesis,
Vileplume,hidden-power,60
Vileplume,sunny-day,
Vileplume,facade,70
Vileplume,nature-power,
Vileplume,secret-power,70
Vileplume,aromatherapy,
Vileplume,bullet-seed,25
Vileplume,natural-gift,
Vileplume,fling,
Vileplume,gastro-acid,
Vileplume,worry-seed,
Vileplume,seed-bomb,80
Vileplume,drain-punch,75
Vileplume,energy-ball,90
Vileplume,giga-impact,150
Vileplume,captivate,
Vileplume,grass-knot,
Vileplume,venoshock,65
Vileplume,after-you,
Vileplume,round,60
Vileplume,petal-blizzard,90
Vileplume,confide,
Vileplume,dazzling-gleam,80
Vileplume,infestation,20
Paras,scratch,40
Paras,swords-dance,
Paras,cut,50
Paras,body-slam,85
Paras,take-down,90
Paras,double-edge,120
Paras,psybeam,65
Paras,counter,
Paras,absorb,20
Paras,mega-drain,40
Paras,leech-seed,
Paras,growth,
Paras,solar-beam,120
Paras,poison-powder,
Paras,stun-spore,
Paras,string-shot,
Paras,dig,80
Paras,toxic,
Paras,agility,
Paras,rage,20
Paras,mimic,
Paras,screech,
Paras,double-team,
Paras,light-screen,
Paras,reflect,
Paras,bide,
Paras,skull-bash,130
Paras,leech-life,80
Paras,spore,
Paras,flash,
Paras,rest,
Paras,slash,70
Paras,substitute,
Paras,thief,60
Paras,snore,50
Paras,curse,
Paras,flail,
Paras,protect,
Paras,sludge-bomb,90
Paras,giga-drain,75
Paras,endure,
Paras,false-swipe,40
Paras,swagger,
Paras,fury-cutter,40
Paras,attract,
Paras,sleep-talk,
Paras,return,
Paras,frustration,
Paras,pursuit,40
Paras,sweet-scent,
Paras,metal-claw,50
Paras,synthesis,
Paras,hidden-power,60
Paras,sunny-day,
Paras,rock-smash,40
Paras,facade,70
Paras,nature-power,
Paras,brick-break,75
Paras,knock-off,65
Paras,secret-power,70
Paras,aromatherapy,
Paras,bullet-seed,25
Paras,aerial-ace,60
Paras,natural-gift,
Paras,worry-seed,
Paras,seed-bomb,80
Paras,x-scissor,80
Paras,energy-ball,90
Paras,cross-poison,70
Paras,captivate,
Paras,grass-knot,
Paras,bug-bite,60
Paras,hone-claws,
Paras,wide-guard,
Paras,venoshock,65
Paras,rage-powder,
Paras,after-you,
Paras,round,60
Paras,struggle-bug,50
Paras,rototiller,
Paras,fell-stinger,50
Paras,grassy-terrain,
Paras,confide,
Parasect,scratch,40
Parasect,swords-dance,
Parasect,cut,50
Parasect,body-slam,85
Parasect,take-down,90
Parasect,double-edge,120
Parasect,hyper-beam,150
Parasect,counter,
Parasect,absorb,20
Parasect,mega-drain,40
Parasect,growth,
Parasect,solar-beam,120
Parasect,poison-powder,
Parasect,stun-spore,
Parasect,string-shot,
Parasect,dig,80
Parasect,toxic,
Parasect,rage,20
Parasect,mimic,
Parasect,double-team,
Parasect,light-screen,
Parasect,reflect,
Parasect,bide,
Parasect,skull-bash,130
Parasect,leech-life,80
Parasect,spore,
Parasect,flash,
Parasect,rest,
Parasect,slash,70
Parasect,substitute,
Parasect,thief,60
Parasect,snore,50
Parasect,curse,
Parasect,protect,
Parasect,sludge-bomb,90
Parasect,giga-drain,75
Parasect,endure,
Parasect,false-swipe,40
Parasect,swagger,
Parasect,fury-cutter,40
Parasect,attract,
Parasect,sleep-talk,
Parasect,return,
Parasect,frustration,
Parasect,sweet-scent,
Parasect,synthesis,
Parasect,hidden-power,60
Parasect,sunny-day,
Parasect,rock-smash,40
Parasect,facade,70
Parasect,nature-power,
Parasect,brick-break,75
Parasect,knock-off,65
Parasect,secret-power,70
Parasect,aromatherapy,
Parasect,bullet-seed,25
Parasect,aerial-ace,60
Parasect,natural-gift,
Parasect,worry-seed,
Parasect,seed-bomb,80
Parasect,x-scissor,80
Parasect,energy-ball,90
Parasect,giga-impact,150
Parasect,cross-poison,70
Parasect,captivate,
Parasect,grass-knot,
Parasect,bug-bite,60
Parasect,hone-claws,
Parasect,venoshock,65
Parasect,rage-powder,
Parasect,after-you,
Parasect,round,60
Parasect,struggle-bug,50
Parasect,confide,
Venonat,tackle,40
Venonat,take-down,90
Venonat,double-edge,120
Venonat,supersonic,
Venonat,disable,
Venonat,psybeam,65
Venonat,mega-drain,40
Venonat,solar-beam,120
Venonat,poison-powder,
Venonat,stun-spore,
Venonat,sleep-powder,
Venonat,string-shot,
Venonat,toxic,
Venonat,confusion,50
Venonat,psychic,90
Venonat,agility,
Venonat,rage,20
Venonat,mimic,
Venonat,screech,
Venonat,double-team,
Venonat,reflect,
Venonat,bide,
Venonat,swift,60
Venonat,leech-life,80
Venonat,flash,
Venonat,psywave,
Venonat,rest,
Venonat,substitute,
Venonat,thief,60
Venonat,snore,50
Venonat,curse,
Venonat,protect,
Venonat,sludge-bomb,90
Venonat,foresight,
Venonat,giga-drain,75
Venonat,endure,
Venonat,swagger,
Venonat,attract,
Venonat,sleep-talk,
Venonat,return,
Venonat,frustration,
Venonat,baton-pass,
Venonat,sweet-scent,
Venonat,morning-sun,
Venonat,hidden-power,60
Venonat,sunny-day,
Venonat,facade,70
Venonat,skill-swap,
Venonat,secret-power,70
Venonat,poison-fang,50
Venonat,signal-beam,75
Venonat,natural-gift,
Venonat,toxic-spikes,
Venonat,zen-headbutt,80
Venonat,captivate,
Venonat,bug-bite,60
Venonat,venoshock,65
Venonat,rage-powder,
Venonat,round,60
Venonat,struggle-bug,50
Venonat,confide,
Venonat,infestation,20
Venomoth,razor-wind,80
Venomoth,gust,40
Venomoth,whirlwind,
Venomoth,tackle,40
Venomoth,take-down,90
Venomoth,double-edge,120
Venomoth,supersonic,
Venomoth,disable,
Venomoth,psybeam,65
Venomoth,hyper-beam,150
Venomoth,mega-drain,40
Venomoth,solar-beam,120
Venomoth,poison-powder,
Venomoth,stun-spore,
Venomoth,sleep-powder,
Venomoth,string-shot,
Venomoth,toxic,
Venomoth,confusion,50
Venomoth,psychic,90
Venomoth,rage,20
Venomoth,teleport,
Venomoth,mimic,
Venomoth,double-team,
Venomoth,reflect,
Venomoth,bide,
Venomoth,swift,60
Venomoth,leech-life,80
Venomoth,flash,
Venomoth,psywave,
Venomoth,rest,
Venomoth,substitute,
Venomoth,thief,60
Venomoth,snore,50
Venomoth,curse,
Venomoth,protect,
Venomoth,sludge-bomb,90
Venomoth,foresight,
Venomoth,giga-drain,75
Venomoth,endure,
Venomoth,swagger,
Venomoth,attract,
Venomoth,sleep-talk,
Venomoth,return,
Venomoth,frustration,
Venomoth,sweet-scent,
Venomoth,hidden-power,60
Venomoth,twister,40
Venomoth,sunny-day,
Venomoth,facade,70
Venomoth,skill-swap,
Venomoth,secret-power,70
Venomoth,poison-fang,50
Venomoth,air-cutter,60
Venomoth,silver-wind,60
Venomoth,signal-beam,75
Venomoth,aerial-ace,60
Venomoth,roost,
Venomoth,natural-gift,
Venomoth,tailwind,
Venomoth,u-turn,70
Venomoth,bug-buzz,90
Venomoth,energy-ball,90
Venomoth,giga-impact,150
Venomoth,zen-headbutt,80
Venomoth,defog,
Venomoth,captivate,
Venomoth,bug-bite,60
Venomoth,ominous-wind,60
Venomoth,venoshock,65
Venomoth,quiver-dance,
Venomoth,round,60
Venomoth,acrobatics,55
Venomoth,struggle-bug,50
Venomoth,confide,
Venomoth,infestation,20
Diglett,scratch,40
Diglett,cut,50
Diglett,sand-attack,
Diglett,headbutt,70
Diglett,body-slam,85
Diglett,take-down,90
Diglett,double-edge,120
Diglett,growl,
Diglett,earthquake,100
Diglett,fissure,
Diglett,dig,80
Diglett,toxic,
Diglett,rage,20
Diglett,mimic,
Diglett,screech,
Diglett,double-team,
Diglett,bide,
Diglett,fury-swipes,18
Diglett,rest,
Diglett,rock-slide,75
Diglett,slash,70
Diglett,substitute,
Diglett,thief,60
Diglett,snore,50
Diglett,curse,
Diglett,reversal,
Diglett,protect,
Diglett,feint-attack,60
Diglett,sludge-bomb,90
Diglett,mud-slap,20
Diglett,sandstorm,
Diglett,endure,
Diglett,swagger,
Diglett,attract,
Diglett,sleep-talk,
Diglett,return,
Diglett,frustration,
Diglett,magnitude,
Diglett,pursuit,40
Diglett,hidden-power,60
Diglett,sunny-day,
Diglett,ancient-power,60
Diglett,rock-smash,40
Diglett,beat-up,
Diglett,uproar,90
Diglett,memento,
Diglett,facade,70
Diglett,secret-power,70
Diglett,astonish,30
Diglett,rock-tomb,60
Diglett,aerial-ace,60
Diglett,natural-gift,
Diglett,sucker-punch,70
Diglett,earth-power,90
Diglett,shadow-claw,70
Diglett,mud-bomb,65
Diglett,captivate,
Diglett,stealth-rock,
Diglett,hone-claws,
Diglett,round,60
Diglett,echoed-voice,40
Diglett,final-gambit,
Diglett,bulldoze,60
Diglett,confide,
Dugtrio,scratch,40
Dugtrio,cut,50
Dugtrio,sand-attack,
Dugtrio,body-slam,85
Dugtrio,take-down,90
Dugtrio,double-edge,120
Dugtrio,growl,
Dugtrio,hyper-beam,150
Dugtrio,earthquake,100
Dugtrio,fissure,
Dugtrio,dig,80
Dugtrio,toxic,
Dugtrio,rage,20
Dugtrio,mimic,
Dugtrio,double-team,
Dugtrio,bide,
Dugtrio,fury-swipes,18
Dugtrio,rest,
Dugtrio,rock-slide,75
Dugtrio,tri-attack,80
Dugtrio,slash,70
Dugtrio,substitute,
Dugtrio,thief,60
Dugtrio,snore,50
Dugtrio,curse,
Dugtrio,protect,
Dugtrio,sludge-bomb,90
Dugtrio,mud-slap,20
Dugtrio,sandstorm,
Dugtrio,endure,
Dugtrio,swagger,
Dugtrio,attract,
Dugtrio,sleep-talk,
Dugtrio,return,
Dugtrio,frustration,
Dugtrio,magnitude,
Dugtrio,hidden-power,60
Dugtrio,sunny-day,
Dugtrio,rock-smash,40
Dugtrio,uproar,90
Dugtrio,facade,70
Dugtrio,secret-power,70
Dugtrio,astonish,30
Dugtrio,rock-tomb,60
Dugtrio,sand-tomb,35
Dugtrio,aerial-ace,60
Dugtrio,natural-gift,
Dugtrio,sucker-punch,70
Dugtrio,night-slash,70
Dugtrio,earth-power,90
Dugtrio,giga-impact,150
Dugtrio,shadow-claw,70
Dugtrio,mud-bomb,65
Dugtrio,stone-edge,100
Dugtrio,captivate,
Dugtrio,stealth-rock,
Dugtrio,hone-claws,
Dugtrio,sludge-wave,95
Dugtrio,round,60
Dugtrio,echoed-voice,40
Dugtrio,bulldoze,60
Dugtrio,rototiller,
Dugtrio,confide,
Meowth,pay-day,40
Meowth,scratch,40
Meowth,cut,50
Meowth,headbutt,70
Meowth,body-slam,85
Meowth,take-down,90
Meowth,double-edge,120
Meowth,tail-whip,
Meowth,bite,60
Meowth,growl,
Meowth,water-gun,40
Meowth,bubble-beam,65
Meowth,thunderbolt,90
Meowth,thunder,110
Meowth,dig,80
Meowth,toxic,
Meowth,hypnosis,
Meowth,rage,20
Meowth,mimic,
Meowth,screech,
Meowth,double-team,
Meowth,defense-curl,
Meowth,bide,
Meowth,swift,60
Meowth,skull-bash,130
Meowth,amnesia,
Meowth,dream-eater,100
Meowth,flash,
Meowth,fury-swipes,18
Meowth,rest,
Meowth,slash,70
Meowth,substitute,
Meowth,thief,60
Meowth,nightmare,
Meowth,snore,50
Meowth,curse,
Meowth,flail,
Meowth,spite,
Meowth,protect,
Meowth,feint-attack,60
Meowth,mud-slap,20
Meowth,zap-cannon,120
Meowth,icy-wind,55
Meowth,detect,
Meowth,endure,
Meowth,charm,
Meowth,swagger,
Meowth,attract,
Meowth,sleep-talk,
Meowth,return,
Meowth,frustration,
Meowth,iron-tail,100
Meowth,hidden-power,60
Meowth,rain-dance,
Meowth,sunny-day,
Meowth,psych-up,
Meowth,shadow-ball,80
Meowth,fake-out,40
Meowth,uproar,90
Meowth,torment,
Meowth,facade,70
Meowth,taunt,
Meowth,assist,
Meowth,knock-off,65
Meowth,snatch,
Meowth,secret-power,70
Meowth,hyper-voice,90
Meowth,odor-sleuth,
Meowth,aerial-ace,60
Meowth,covet,60
Meowth,shock-wave,60
Meowth,water-pulse,60
Meowth,natural-gift,
Meowth,feint,30
Meowth,u-turn,70
Meowth,payback,50
Meowth,assurance,60
Meowth,punishment,
Meowth,last-resort,140
Meowth,dark-pulse,80
Meowth,night-slash,70
Meowth,seed-bomb,80
Meowth,nasty-plot,
Meowth,shadow-claw,70
Meowth,gunk-shot,120
Meowth,captivate,
Meowth,hone-claws,
Meowth,foul-play,95
Meowth,round,60
Meowth,echoed-voice,40
Meowth,retaliate,70
Meowth,work-up,
Meowth,confide,
Persian,pay-day,40
Persian,scratch,40
Persian,cut,50
Persian,headbutt,70
Persian,body-slam,85
Persian,take-down,90
Persian,double-edge,120
Persian,bite,60
Persian,growl,
Persian,roar,
Persian,water-gun,40
Persian,bubble-beam,65
Persian,hyper-beam,150
Persian,thunderbolt,90
Persian,thunder,110
Persian,dig,80
Persian,toxic,
Persian,rage,20
Persian,mimic,
Persian,screech,
Persian,double-team,
Persian,defense-curl,
Persian,bide,
Persian,swift,60
Persian,skull-bash,130
Persian,dream-eater,100
Persian,flash,
Persian,fury-swipes,18
Persian,rest,
Persian,slash,70
Persian,substitute,
Persian,thief,60
Persian,nightmare,
Persian,snore,50
Persian,curse,
Persian,spite,
Persian,protect,
Persian,feint-attack,60
Persian,mud-slap,20
Persian,zap-cannon,120
Persian,icy-wind,55
Persian,detect,
Persian,endure,
Persian,swagger,
Persian,attract,
Persian,sleep-talk,
Persian,return,
Persian,frustration,
Persian,iron-tail,100
Persian,hidden-power,60
Persian,rain-dance,
Persian,sunny-day,
Persian,psych-up,
Persian,shadow-ball,80
Persian,fake-out,40
Persian,uproar,90
Persian,torment,
Persian,facade,70
Persian,taunt,
Persian,knock-off,65
Persian,snatch,
Persian,secret-power,70
Persian,hyper-voice,90
Persian,aerial-ace,60
Persian,covet,60
Persian,shock-wave,60
Persian,water-pulse,60
Persian,natural-gift,
Persian,feint,30
Persian,u-turn,70
Persian,payback,50
Persian,assurance,60
Persian,embargo,
Persian,last-resort,140
Persian,dark-pulse,80
Persian,night-slash,70
Persian,seed-bomb,80
Persian,power-gem,80
Persian,switcheroo,
Persian,giga-impact,150
Persian,nasty-plot,
Persian,shadow-claw,70
Persian,gunk-shot,120
Persian,captivate,
Persian,hone-claws,
Persian,foul-play,95
Persian,round,60
Persian,echoed-voice,40
Persian,retaliate,70
Persian,work-up,
Persian,play-rough,90
Persian,confide,
Psyduck,mega-punch,80
Psyduck,pay-day,40
Psyduck,ice-punch,75
Psyduck,scratch,40
Psyduck,mega-kick,120
Psyduck,headbutt,70
Psyduck,body-slam,85
Psyduck,take-down,90
Psyduck,double-edge,120
Psyduck,tail-whip,
Psyduck,disable,
Psyduck,water-gun,40
Psyduck,hydro-pump,110
Psyduck,surf,90
Psyduck,ice-beam,90
Psyduck,blizzard,110
Psyduck,psybeam,65
Psyduck,bubble-beam,65
Psyduck,submission,80
Psyduck,counter,
Psyduck,seismic-toss,
Psyduck,strength,80
Psyduck,dig,80
Psyduck,toxic,
Psyduck,confusion,50
Psyduck,psychic,90
Psyduck,hypnosis,
Psyduck,rage,20
Psyduck,mimic,
Psyduck,screech,
Psyduck,double-team,
Psyduck,confuse-ray,
Psyduck,light-screen,
Psyduck,bide,
Psyduck,waterfall,80
Psyduck,swift,60
Psyduck,skull-bash,130
Psyduck,amnesia,
Psyduck,flash,
Psyduck,fury-swipes,18
Psyduck,rest,
Psyduck,substitute,
Psyduck,snore,50
Psyduck,curse,
Psyduck,protect,
Psyduck,mud-slap,20
Psyduck,foresight,
Psyduck,icy-wind,55
Psyduck,endure,
Psyduck,swagger,
Psyduck,attract,
Psyduck,sleep-talk,
Psyduck,return,
Psyduck,frustration,
Psyduck,dynamic-punch,100
Psyduck,encore,
Psyduck,iron-tail,100
Psyduck,hidden-power,60
Psyduck,cross-chop,100
Psyduck,rain-dance,
Psyduck,psych-up,
Psyduck,future-sight,120
Psyduck,rock-smash,40
Psyduck,whirlpool,35
Psyduck,hail,
Psyduck,facade,70
Psyduck,focus-punch,150
Psyduck,role-play,
Psyduck,brick-break,75
Psyduck,yawn,
Psyduck,refresh,
Psyduck,secret-power,70
Psyduck,dive,80
Psyduck,signal-beam,75
Psyduck,aerial-ace,60
Psyduck,water-sport,
Psyduck,calm-mind,
Psyduck,water-pulse,60
Psyduck,brine,65
Psyduck,natural-gift,
Psyduck,fling,
Psyduck,worry-seed,
Psyduck,aqua-tail,90
Psyduck,shadow-claw,70
Psyduck,mud-bomb,65
Psyduck,zen-headbutt,80
Psyduck,captivate,
Psyduck,hone-claws,
Psyduck,wonder-room,
Psyduck,psyshock,80
Psyduck,telekinesis,
Psyduck,synchronoise,120
Psyduck,soak,
Psyduck,simple-beam,
Psyduck,round,60
Psyduck,clear-smog,50
Psyduck,scald,80
Psyduck,confide,
Psyduck,power-up-punch,40
Golduck,mega-punch,80
Golduck,pay-day,40
Golduck,ice-punch,75
Golduck,scratch,40
Golduck,mega-kick,120
Golduck,headbutt,70
Golduck,body-slam,85
Golduck,take-down,90
Golduck,double-edge,120
Golduck,tail-whip,
Golduck,disable,
Golduck,water-gun,40
Golduck,hydro-pump,110
Golduck,surf,90
Golduck,ice-beam,90
Golduck,blizzard,110
Golduck,bubble-beam,65
Golduck,hyper-beam,150
Golduck,submission,80
Golduck,low-kick,
Golduck,counter,
Golduck,seismic-toss,
Golduck,strength,80
Golduck,dig,80
Golduck,toxic,
Golduck,confusion,50
Golduck,psychic,90
Golduck,rage,20
Golduck,mimic,
Golduck,screech,
Golduck,double-team,
Golduck,light-screen,
Golduck,bide,
Golduck,waterfall,80
Golduck,swift,60
Golduck,skull-bash,130
Golduck,amnesia,
Golduck,flash,
Golduck,fury-swipes,18
Golduck,rest,
Golduck,substitute,
Golduck,snore,50
Golduck,curse,
Golduck,protect,
Golduck,mud-slap,20
Golduck,icy-wind,55
Golduck,endure,
Golduck,swagger,
Golduck,fury-cutter,40
Golduck,attract,
Golduck,sleep-talk,
Golduck,return,
Golduck,frustration,
Golduck,dynamic-punch,100
Golduck,iron-tail,100
Golduck,hidden-power,60
Golduck,rain-dance,
Golduck,psych-up,
Golduck,rock-smash,40
Golduck,whirlpool,35
Golduck,hail,
Golduck,facade,70
Golduck,focus-punch,150
Golduck,role-play,
Golduck,brick-break,75
Golduck,secret-power,70
Golduck,dive,80
Golduck,signal-beam,75
Golduck,aerial-ace,60
Golduck,water-sport,
Golduck,calm-mind,
Golduck,water-pulse,60
Golduck,brine,65
Golduck,natural-gift,
Golduck,fling,
Golduck,me-first,
Golduck,worry-seed,
Golduck,aqua-tail,90
Golduck,focus-blast,120
Golduck,giga-impact,150
Golduck,shadow-claw,70
Golduck,zen-headbutt,80
Golduck,rock-climb,90
Golduck,captivate,
Golduck,aqua-jet,40
Golduck,hone-claws,
Golduck,wonder-room,
Golduck,psyshock,80
Golduck,telekinesis,
Golduck,soak,
Golduck,low-sweep,65
Golduck,round,60
Golduck,scald,80
Golduck,confide,
Golduck,power-up-punch,40
Mankey,karate-chop,50
Mankey,mega-punch,80
Mankey,pay-day,40
Mankey,fire-punch,75
Mankey,ice-punch,75
Mankey,thunder-punch,75
Mankey,scratch,40
Mankey,mega-kick,120
Mankey,headbutt,70
Mankey,body-slam,85
Mankey,take-down,90
Mankey,thrash,120
Mankey,double-edge,120
Mankey,leer,
Mankey,submission,80
Mankey,low-kick,
Mankey,counter,
Mankey,seismic-toss,
Mankey,strength,80
Mankey,thunderbolt,90
Mankey,thunder,110
Mankey,earthquake,100
Mankey,dig,80
Mankey,toxic,
Mankey,meditate,
Mankey,rage,20
Mankey,mimic,
Mankey,screech,
Mankey,double-team,
Mankey,defense-curl,
Mankey,focus-energy,
Mankey,bide,
Mankey,metronome,
Mankey,swift,60
Mankey,skull-bash,130
Mankey,fury-swipes,18
Mankey,rest,
Mankey,rock-slide,75
Mankey,substitute,
Mankey,thief,60
Mankey,snore,50
Mankey,curse,
Mankey,reversal,
Mankey,spite,
Mankey,protect,
Mankey,mud-slap,20
Mankey,foresight,
Mankey,detect,
Mankey,outrage,120
Mankey,endure,
Mankey,swagger,
Mankey,attract,
Mankey,sleep-talk,
Mankey,return,
Mankey,frustration,
Mankey,dynamic-punch,100
Mankey,encore,
Mankey,pursuit,40
Mankey,iron-tail,100
Mankey,hidden-power,60
Mankey,cross-chop,100
Mankey,rain-dance,
Mankey,sunny-day,
Mankey,psych-up,
Mankey,rock-smash,40
Mankey,beat-up,
Mankey,uproar,90
Mankey,facade,70
Mankey,focus-punch,150
Mankey,smelling-salts,70
Mankey,taunt,
Mankey,helping-hand,
Mankey,role-play,
Mankey,revenge,60
Mankey,brick-break,75
Mankey,endeavor,
Mankey,secret-power,70
Mankey,overheat,130
Mankey,rock-tomb,60
Mankey,aerial-ace,60
Mankey,bulk-up,
Mankey,covet,60
Mankey,natural-gift,
Mankey,u-turn,70
Mankey,close-combat,120
Mankey,payback,50
Mankey,assurance,60
Mankey,fling,
Mankey,punishment,
Mankey,poison-jab,80
Mankey,night-slash,70
Mankey,seed-bomb,80
Mankey,vacuum-wave,40
Mankey,focus-blast,120
Mankey,rock-climb,90
Mankey,gunk-shot,120
Mankey,captivate,
Mankey,hone-claws,
Mankey,smack-down,50
Mankey,low-sweep,65
Mankey,round,60
Mankey,acrobatics,55
Mankey,retaliate,70
Mankey,final-gambit,
Mankey,bulldoze,60
Mankey,work-up,
Mankey,dual-chop,40
Mankey,confide,
Mankey,power-up-punch,40
Mankey,power-trip,20
Mankey,stomping-tantrum,75
Primeape,karate-chop,50
Primeape,mega-punch,80
Primeape,pay-day,40
Primeape,fire-punch,75
Primeape,ice-punch,75
Primeape,thunder-punch,75
Primeape,scratch,40
Primeape,mega-kick,120
Primeape,headbutt,70
Primeape,body-slam,85
Primeape,take-down,90
Primeape,thrash,120
Primeape,double-edge,120
Primeape,leer,
Primeape,hyper-beam,150
Primeape,submission,80
Primeape,low-kick,
Primeape,counter,
Primeape,seismic-toss,
Primeape,strength,80
Primeape,thunderbolt,90
Primeape,thunder,110
Primeape,earthquake,100
Primeape,dig,80
Primeape,toxic,
Primeape,rage,20
Primeape,mimic,
Primeape,screech,
Primeape,double-team,
Primeape,defense-curl,
Primeape,focus-energy,
Primeape,bide,
Primeape,metronome,
Primeape,swift,60
Primeape,skull-bash,130
Primeape,fury-swipes,18
Primeape,rest,
Primeape,rock-slide,75
Primeape,substitute,
Primeape,thief,60
Primeape,snore,50
Primeape,curse,
Primeape,spite,
Primeape,protect,
Primeape,mud-slap,20
Primeape,detect,
Primeape,outrage,120
Primeape,endure,
Primeape,swagger,
Primeape,attract,
Primeape,sleep-talk,
Primeape,return,
Primeape,frustration,
Primeape,dynamic-punch,100
Primeape,pursuit,40
Primeape,iron-tail,100
Primeape,hidden-power,60
Primeape,cross-chop,100
Primeape,rain-dance,
Primeape,sunny-day,
Primeape,psych-up,
Primeape,rock-smash,40
Primeape,uproar,90
Primeape,facade,70
Primeape,focus-punch,150
Primeape,taunt,
Primeape,helping-hand,
Primeape,role-play,
Primeape,brick-break,75
Primeape,endeavor,
Primeape,secret-power,70
Primeape,overheat,130
Primeape,rock-tomb,60
Primeape,aerial-ace,60
Primeape,bulk-up,
Primeape,covet,60
Primeape,natural-gift,
Primeape,u-turn,70
Primeape,close-combat,120
Primeape,payback,50
Primeape,assurance,60
Primeape,fling,
Primeape,punishment,
Primeape,poison-jab,80
Primeape,seed-bomb,80
Primeape,vacuum-wave,40
Primeape,focus-blast,120
Primeape,giga-impact,150
Primeape,rock-climb,90
Primeape,gunk-shot,120
Primeape,stone-edge,100
Primeape,captivate,
Primeape,hone-claws,
Primeape,smack-down,50
Primeape,low-sweep,65
Primeape,round,60
Primeape,acrobatics,55
Primeape,retaliate,70
Primeape,final-gambit,
Primeape,bulldoze,60
Primeape,work-up,
Primeape,dual-chop,40
Primeape,confide,
Primeape,power-up-punch,40
Primeape,stomping-tantrum,75
Growlithe,double-kick,30
Growlithe,headbutt,70
Growlithe,body-slam,85
Growlithe,take-down,90
Growlithe,thrash,120
Growlithe,double-edge,120
Growlithe,leer,
Growlithe,bite,60
Growlithe,roar,
Growlithe,ember,40
Growlithe,flamethrower,90
Growlithe,strength,80
Growlithe,dragon-rage,
Growlithe,fire-spin,35
Growlithe,dig,80
Growlithe,toxic,
Growlithe,agility,
Growlithe,rage,20
Growlithe,mimic,
Growlithe,double-team,
Growlithe,reflect,
Growlithe,bide,
Growlithe,fire-blast,110
Growlithe,swift,60
Growlithe,skull-bash,130
Growlithe,rest,
Growlithe,substitute,
Growlithe,thief,60
Growlithe,flame-wheel,60
Growlithe,snore,50
Growlithe,curse,
Growlithe,reversal,
Growlithe,protect,
Growlithe,mud-slap,20
Growlithe,outrage,120
Growlithe,endure,
Growlithe,swagger,
Growlithe,attract,
Growlithe,sleep-talk,
Growlithe,return,
Growlithe,frustration,
Growlithe,safeguard,
Growlithe,dragon-breath,60
Growlithe,iron-tail,100
Growlithe,morning-sun,
Growlithe,hidden-power,60
Growlithe,sunny-day,
Growlithe,crunch,80
Growlithe,rock-smash,40
Growlithe,heat-wave,95
Growlithe,will-o-wisp,
Growlithe,facade,70
Growlithe,helping-hand,
Growlithe,secret-power,70
Growlithe,overheat,130
Growlithe,odor-sleuth,
Growlithe,aerial-ace,60
Growlithe,howl,
Growlithe,covet,60
Growlithe,natural-gift,
Growlithe,close-combat,120
Growlithe,flare-blitz,120
Growlithe,fire-fang,65
Growlithe,captivate,
Growlithe,flame-burst,70
Growlithe,flame-charge,50
Growlithe,round,60
Growlithe,incinerate,60
Growlithe,retaliate,70
Growlithe,wild-charge,90
Growlithe,snarl,55
Growlithe,confide,
Growlithe,burn-up,130
Arcanine,headbutt,70
Arcanine,body-slam,85
Arcanine,take-down,90
Arcanine,double-edge,120
Arcanine,leer,
Arcanine,bite,60
Arcanine,roar,
Arcanine,ember,40
Arcanine,flamethrower,90
Arcanine,hyper-beam,150
Arcanine,strength,80
Arcanine,solar-beam,120
Arcanine,dragon-rage,
Arcanine,dig,80
Arcanine,toxic,
Arcanine,rage,20
Arcanine,teleport,
Arcanine,mimic,
Arcanine,double-team,
Arcanine,reflect,
Arcanine,bide,
Arcanine,fire-blast,110
Arcanine,swift,60
Arcanine,skull-bash,130
Arcanine,rest,
Arcanine,substitute,
Arcanine,thief,60
Arcanine,flame-wheel,60
Arcanine,snore,50
Arcanine,curse,
Arcanine,protect,
Arcanine,mud-slap,20
Arcanine,outrage,120
Arcanine,endure,
Arcanine,swagger,
Arcanine,attract,
Arcanine,sleep-talk,
Arcanine,return,
Arcanine,frustration,
Arcanine,safeguard,
Arcanine,dragon-breath,60
Arcanine,iron-tail,100
Arcanine,hidden-power,60
Arcanine,sunny-day,
Arcanine,extreme-speed,80
Arcanine,rock-smash,40
Arcanine,heat-wave,95
Arcanine,will-o-wisp,
Arcanine,facade,70
Arcanine,helping-hand,
Arcanine,secret-power,70
Arcanine,overheat,130
Arcanine,odor-sleuth,
Arcanine,aerial-ace,60
Arcanine,covet,60
Arcanine,natural-gift,
Arcanine,dragon-pulse,85
Arcanine,giga-impact,150
Arcanine,thunder-fang,65
Arcanine,fire-fang,65
Arcanine,rock-climb,90
Arcanine,iron-head,80
Arcanine,captivate,
Arcanine,flame-charge,50
Arcanine,round,60
Arcanine,incinerate,60
Arcanine,retaliate,70
Arcanine,bulldoze,60
Arcanine,wild-charge,90
Arcanine,snarl,55
Arcanine,confide,
Poliwag,double-slap,15
Poliwag,headbutt,70
Poliwag,body-slam,85
Poliwag,take-down,90
Poliwag,double-edge,120
Poliwag,mist,
Poliwag,water-gun,40
Poliwag,hydro-pump,110
Poliwag,surf,90
Poliwag,ice-beam,90
Poliwag,blizzard,110
Poliwag,bubble-beam,65
Poliwag,dig,80
Poliwag,toxic,
